ds,ProductoID,ProductoNombre,yhat,yhat_lower,yhat_upper
2024-07-02,PC021,Costilla de Cerdo,5.190186637208427,3.9691436630252257,6.383693236000239
2024-07-04,PC021,Costilla de Cerdo,4.969729647774404,3.8462490623302004,6.092114069452557
2024-11-26,PC021,Costilla de Cerdo,3.041336975003279,1.8562918768420043,4.176068887321829
2024-11-27,PC021,Costilla de Cerdo,2.92237685843444,1.723649676969921,4.058075497938798
2024-11-28,PC021,Costilla de Cerdo,2.820879985568791,1.654118361005367,4.030099310795999
2024-11-29,PC021,Costilla de Cerdo,2.7021609059495337,1.4692846454815012,3.9050228043982913
2024-11-30,PC021,Costilla de Cerdo,2.9034883325629637,1.7314502758837946,4.067692711895623
2024-12-01,PC021,Costilla de Cerdo,2.7684772007443743,1.6239746577719874,3.92343163484583
2024-12-02,PC021,Costilla de Cerdo,2.506039983128349,1.248571128228068,3.679940368246215
2024-12-03,PC021,Costilla de Cerdo,2.939010800612819,1.7392931181521083,4.139715745027269
2024-12-04,PC021,Costilla de Cerdo,2.8200506840438195,1.6626079658239918,4.070886398505508
2024-12-05,PC021,Costilla de Cerdo,2.718553811178201,1.547544740829601,3.9064815257515404
2024-12-06,PC021,Costilla de Cerdo,2.5998347315584662,1.4090026929314021,3.7966850118598434
2024-12-07,PC021,Costilla de Cerdo,2.8050060039748153,1.619781837995372,3.983183397694398
2024-12-08,PC021,Costilla de Cerdo,2.673838717959496,1.5061669123951844,3.901758554717946
2024-12-09,PC021,Costilla de Cerdo,2.4152453461461705,1.2291649226097268,3.6239294671397557
2024-12-10,PC021,Costilla de Cerdo,2.8520600094331905,1.6399359534056694,3.9687304206521388
2024-12-11,PC021,Costilla de Cerdo,2.736943738666386,1.6077497668358827,3.9934768212806993
2024-12-12,PC021,Costilla de Cerdo,2.6392907116039344,1.4468163311377231,3.795557410831579
2024-12-13,PC021,Costilla de Cerdo,2.524415477786173,1.3413719918511897,3.661810507588671
2024-12-14,PC021,Costilla de Cerdo,2.7295867502029143,1.5284842407634494,3.8611483795772084
2024-12-15,PC021,Costilla de Cerdo,2.598419464188314,1.3718726981476637,3.7714071539040233
2024-12-16,PC021,Costilla de Cerdo,2.3398260923739604,1.1912789423650354,3.5505052559919
2024-12-17,PC021,Costilla de Cerdo,2.7766407556615436,1.6076912542651296,3.91622319211378
2024-12-18,PC021,Costilla de Cerdo,2.665105848453539,1.5829739113685322,3.904931554508195
2024-12-19,PC021,Costilla de Cerdo,2.571034184950365,1.387931020351671,3.795617278905061
2024-12-20,PC021,Costilla de Cerdo,2.4597403146910435,1.2593048907440954,3.5363687850908385
2024-12-21,PC021,Costilla de Cerdo,2.66849295066699,1.446992514766949,3.8716112001750416
2024-12-22,PC021,Costilla de Cerdo,2.540907028211467,1.3402640507357941,3.761710296327254
2024-12-23,PC021,Costilla de Cerdo,2.2858950199565795,1.1234388994164672,3.5339450385410665
2024-12-24,PC021,Costilla de Cerdo,2.7262910468017694,1.58597647359218,3.9386388652570936
2024-12-25,PC021,Costilla de Cerdo,2.614756139594657,1.4453570101913107,3.762863249443311
2024-12-26,PC021,Costilla de Cerdo,2.5206844760908473,1.2937410762247683,3.6879011113368585
2024-12-27,PC021,Costilla de Cerdo,2.4093906058331935,1.2004509109318597,3.6353109428458397
2024-12-28,PC021,Costilla de Cerdo,2.6181432418087627,1.4053335881649018,3.788094633613187
2024-12-29,PC021,Costilla de Cerdo,2.490557319353723,1.2541403327919989,3.661091972419727
2024-12-30,PC021,Costilla de Cerdo,2.2386308597248847,1.0528817163699433,3.4060841990111204
2024-12-31,PC021,Costilla de Cerdo,2.682112435196467,1.4479306139936468,3.8756739962809545
2025-01-01,PC021,Costilla de Cerdo,2.573663076615852,1.4335133429933238,3.861963256298991
2025-01-02,PC021,Costilla de Cerdo,2.482676961739018,1.2222829819407766,3.6661877231902165
2025-01-03,PC021,Costilla de Cerdo,2.3744686401075024,1.1626950231815658,3.5651831960254974
2025-01-04,PC021,Costilla de Cerdo,2.5863068247098555,1.3236280503040276,3.7610203248992433
2025-01-05,PC021,Costilla de Cerdo,2.4618064508810757,1.2022858468746231,3.5281098049826793
2025-01-06,PC021,Costilla de Cerdo,2.2098799912524814,0.979520160750629,3.412029756516842
2025-01-07,PC021,Costilla de Cerdo,2.6533615667249104,1.4312029971019193,3.840362468946547
2025-01-08,PC021,Costilla de Cerdo,2.544912208144485,1.2898337053832745,3.785799668653927
2025-01-09,PC021,Costilla de Cerdo,2.4539260932676488,1.2782471875798145,3.6915556978589033
2025-01-10,PC021,Costilla de Cerdo,2.3457177716351976,1.1221132641018405,3.540796785729846
2025-01-11,PC021,Costilla de Cerdo,2.5599518240141044,1.3503725090326986,3.708384827962091
2025-01-12,PC021,Costilla de Cerdo,2.437847317960322,1.2401510903873574,3.6402607962724316
2025-01-13,PC021,Costilla de Cerdo,2.1883167261078276,1.0752808106198755,3.27574725614234
2025-01-14,PC021,Costilla de Cerdo,2.6341941693555855,1.500544841459115,3.7896628227018434
2025-01-15,PC021,Costilla de Cerdo,2.528140678550594,1.288156331203673,3.69529964946105
2025-01-16,PC021,Costilla de Cerdo,2.4395504314496685,1.2602773231878148,3.579425661835029
2025-01-17,PC021,Costilla de Cerdo,2.333737977593595,1.1244225297705541,3.538820584917648
2025-01-18,PC021,Costilla de Cerdo,2.5479720299699817,1.3730251824266886,3.6997828525302876
2025-01-19,PC021,Costilla de Cerdo,2.4258675239177117,1.3674671086732975,3.613312014326198
2025-01-20,PC021,Costilla de Cerdo,2.1763369320648143,1.0388250361580533,3.30257194918069
2025-01-21,PC021,Costilla de Cerdo,2.622214375313146,1.4237951815339025,3.7849822650906244
2025-01-22,PC021,Costilla de Cerdo,2.516160884507783,1.4132802180979265,3.8141239702397027
2025-01-23,PC021,Costilla de Cerdo,2.4292388236737827,1.2945849667120377,3.683268905689055
2025-01-24,PC021,Costilla de Cerdo,2.3250945560845393,1.147467849945127,3.521457059813994
2025-01-25,PC021,Costilla de Cerdo,2.5409967947286556,1.387874741652891,3.7282579677645846
2025-01-26,PC021,Costilla de Cerdo,2.4205604749427985,1.1962486894686846,3.597893859638303
2025-01-27,PC021,Costilla de Cerdo,2.1726980693572973,1.0073279771581314,3.334639171984001
2025-01-28,PC021,Costilla de Cerdo,2.620243698872537,1.4373178624662772,3.8116374829493016
2025-01-29,PC021,Costilla de Cerdo,2.5158583943337964,1.3124269573984524,3.6854717702773883
2025-01-30,PC021,Costilla de Cerdo,2.428936333499444,1.1581046718693593,3.576752581674362
2025-01-31,PC021,Costilla de Cerdo,2.3247920659099246,1.1240289090991669,3.535048388059688
2025-02-01,PC021,Costilla de Cerdo,2.5406943045544335,1.2765729762409461,3.6308094158603805
2025-02-02,PC021,Costilla de Cerdo,2.4202579847680235,1.248181828882067,3.617939076960163
2025-02-03,PC021,Costilla de Cerdo,2.1732901433456737,0.9760036545564911,3.3541769302184
2025-02-04,PC021,Costilla de Cerdo,2.6217303370222917,1.5087060162220916,3.7165824074891076
2025-02-05,PC021,Costilla de Cerdo,2.518239596647553,1.296128716594097,3.713396195043054
2025-02-06,PC021,Costilla de Cerdo,2.432212099975009,1.2412092659558003,3.580842416411921
2025-02-07,PC021,Costilla de Cerdo,2.3289623965478703,1.1501635171744622,3.497558711630008
2025-02-08,PC021,Costilla de Cerdo,2.54575919935578,1.4237019422194577,3.794428369160375
2025-02-09,PC021,Costilla de Cerdo,2.4262174437318516,1.2621364434130222,3.59267122848918
2025-02-10,PC021,Costilla de Cerdo,2.179249602308905,0.9792239289064157,3.4392407806644907
2025-02-11,PC021,Costilla de Cerdo,2.6276897959859387,1.545428477551027,3.829784765955228
2025-02-12,PC021,Costilla de Cerdo,2.5241990556107217,1.3420449552170621,3.774963534427714
2025-02-13,PC021,Costilla de Cerdo,2.4381715589384596,1.2467145505445032,3.57157482707345
2025-02-14,PC021,Costilla de Cerdo,2.33492185551142,1.2185768972237945,3.556683584898794
2025-02-15,PC021,Costilla de Cerdo,2.551721616400842,1.3369316106696405,3.732786812120404
2025-02-16,PC021,Costilla de Cerdo,2.4321828188579984,1.3231940975562135,3.562990105247659
2025-02-17,PC021,Costilla de Cerdo,2.1852179355158508,0.9754457214832891,3.2904615965158968
2025-02-18,PC021,Costilla de Cerdo,2.6336610872742545,1.50679647253229,3.90759841165854
2025-02-19,PC021,Costilla de Cerdo,2.5301733049799044,1.4010542673504955,3.7061773082954197
2025-02-20,PC021,Costilla de Cerdo,2.4441487663884205,1.3309771856461583,3.541553393386847
2025-02-21,PC021,Costilla de Cerdo,2.3409020210434526,1.1857212761466047,3.5849384361523575
2025-02-22,PC021,Costilla de Cerdo,2.5577017819319012,1.3794682161340672,3.6952760515264593
2025-02-23,PC021,Costilla de Cerdo,2.438162984389856,1.2213091548782393,3.642386996165777
2025-02-24,PC021,Costilla de Cerdo,2.19119810104818,1.030517540534782,3.3350456325325926
2025-02-25,PC021,Costilla de Cerdo,2.6396412528064244,1.4361268572787316,3.8260474448295283
2025-02-26,PC021,Costilla de Cerdo,2.536153470511562,1.2700741022444273,3.721133250953728
2025-02-27,PC021,Costilla de Cerdo,2.4501305797986097,1.252435577125688,3.6937530739097038
2025-02-28,PC021,Costilla de Cerdo,2.3468854823301273,1.159402966355359,3.5430426481726363
2025-03-01,PC021,Costilla de Cerdo,2.5636868910960806,1.4452497026652404,3.7002849344929416
2025-03-02,PC021,Costilla de Cerdo,2.4441497414299977,1.2627375675197503,3.690786808070164
2025-03-03,PC021,Costilla de Cerdo,2.1971865059653535,1.0557303162797127,3.4515863698817184
2025-03-04,PC021,Costilla de Cerdo,2.6456313056007463,1.4068652456272674,3.796069101588274
2025-03-05,PC021,Costilla de Cerdo,2.542145171184183,1.4118848283604086,3.6592566069430403
2025-03-06,PC021,Costilla de Cerdo,2.456122280470878,1.3396034194066033,3.579826380646536
2025-03-07,PC021,Costilla de Cerdo,2.3528771830023016,1.2448552394405257,3.473848946330877
2025-03-08,PC021,Costilla de Cerdo,2.5696785917684664,1.4115744120341651,3.804733664680189
2025-03-09,PC021,Costilla de Cerdo,2.45014144210183,1.2242380685416012,3.5712299153286184
2025-03-10,PC021,Costilla de Cerdo,2.2031782072911286,0.9663538326889576,3.3363731374423566
2025-03-11,PC021,Costilla de Cerdo,2.6516230075791984,1.3963430327742017,3.786249806430578
2025-03-12,PC021,Costilla de Cerdo,2.5481368738149577,1.3907031137567722,3.7111026275419614
2025-03-13,PC021,Costilla de Cerdo,2.462113983754947,1.255399826683018,3.650112243934616
2025-03-14,PC021,Costilla de Cerdo,2.3588688869393035,1.1372178732076157,3.5422837515486543
2025-03-15,PC021,Costilla de Cerdo,2.5756702963577425,1.3881226872196208,3.84105822892947
2025-03-16,PC021,Costilla de Cerdo,2.4561331473447816,1.2370684861996841,3.6622962315598127
2025-03-17,PC021,Costilla de Cerdo,2.2091699125330515,1.038744726962704,3.4603867391562497
2025-03-18,PC021,Costilla de Cerdo,2.657614712821685,1.3814814963275792,3.8847581215057705
2025-03-19,PC021,Costilla de Cerdo,2.554128579057249,1.4267850349646956,3.718105646124713
2025-03-20,PC021,Costilla de Cerdo,2.4681056889974453,1.337220208060906,3.6667772211284233
2025-03-21,PC021,Costilla de Cerdo,2.364860592181324,1.2014522825362066,3.5356818168483795
2025-03-22,PC021,Costilla de Cerdo,2.581662049008632,1.4012813601640792,3.769655584368866
2025-03-23,PC021,Costilla de Cerdo,2.4621249474037756,1.2777567356911022,3.6172136285883028
2025-03-24,PC021,Costilla de Cerdo,2.215161760001811,1.0908446899282414,3.4093464078912206
2025-03-25,PC021,Costilla de Cerdo,2.6636066076989438,1.5034793409276574,3.8156233231603043
2025-03-26,PC021,Costilla de Cerdo,2.5601205213434963,1.3614835965632033,3.6662716075061135
2025-03-27,PC021,Costilla de Cerdo,2.474097678691506,1.2867039228178052,3.6512754280268984
2025-03-28,PC021,Costilla de Cerdo,2.370852629285251,1.293682698860221,3.5662046063957242
2025-03-29,PC021,Costilla de Cerdo,2.5876540861121815,1.4260704159851951,3.7723644124091487
2025-03-30,PC021,Costilla de Cerdo,2.468116984506694,1.3067780362471102,3.8032120395636904
2025-03-31,PC021,Costilla de Cerdo,2.2211537971043267,0.996744467523319,3.410481002989312
2025-04-01,PC021,Costilla de Cerdo,2.6695986448020332,1.4835440867988365,3.8842637654923373
2025-04-02,PC021,Costilla de Cerdo,2.5661125584463913,1.448564456333091,3.723765759990764
2025-04-03,PC021,Costilla de Cerdo,2.4800897157977384,1.3415092738655723,3.6053516460972417
2025-04-04,PC021,Costilla de Cerdo,2.376844666394901,1.1244242613698547,3.5866805120608465
2025-04-05,PC021,Costilla de Cerdo,2.5936461232255548,1.3860617084253253,3.7109481867307195
2025-04-06,PC021,Costilla de Cerdo,2.474109021624778,1.359397268391635,3.7465129926626832
2025-04-07,PC021,Costilla de Cerdo,2.2271458342248485,1.0662865945696747,3.3980251545309597
2025-04-08,PC021,Costilla de Cerdo,2.675590681926483,1.5719882638276992,3.8248650126777073
2025-04-09,PC021,Costilla de Cerdo,2.5721045955736987,1.4516682912699483,3.774694108792719
2025-04-10,PC021,Costilla de Cerdo,2.486081752925504,1.3047644026508733,3.584253786351841
2025-04-11,PC021,Costilla de Cerdo,2.3828367035219324,1.1704493791247255,3.5724762997604214
2025-04-12,PC021,Costilla de Cerdo,2.5996381603536936,1.4109188626564766,3.7835311067069894
2025-04-13,PC021,Costilla de Cerdo,2.480101058752285,1.2511875410918196,3.575702397259635
2025-04-14,PC021,Costilla de Cerdo,2.233137871352395,1.047383640907171,3.4118026708626386
2025-04-15,PC021,Costilla de Cerdo,2.6815827190390586,1.53475850842252,3.8963077047460266
2025-04-16,PC021,Costilla de Cerdo,2.57809663267182,1.4386592178784943,3.724245787862463
2025-04-17,PC021,Costilla de Cerdo,2.4920737900079626,1.407408658049369,3.6996277058276346
2025-04-18,PC021,Costilla de Cerdo,2.3888287405893855,1.1207426244020346,3.6547730817825195
2025-04-19,PC021,Costilla de Cerdo,2.6056301974048894,1.3861476715556318,3.8483277166167458
2025-04-20,PC021,Costilla de Cerdo,2.486093095789176,1.3315104021470376,3.5739113766561696
2025-04-21,PC021,Costilla de Cerdo,2.2391299083746548,1.095915004296283,3.4267256777146864
2025-04-22,PC021,Costilla de Cerdo,2.687574756059931,1.4616543040057741,3.8832372675938247
2025-04-23,PC021,Costilla de Cerdo,2.5840886696934096,1.3490575039489463,3.6999585552346894
2025-04-24,PC021,Costilla de Cerdo,2.4980658270295506,1.2292356041377455,3.7257711391100736
2025-04-25,PC021,Costilla de Cerdo,2.3948207776115304,1.1248970974547878,3.6220972802836298
2025-04-26,PC021,Costilla de Cerdo,2.611622234462617,1.4684711734497011,3.713073860438517
2025-04-27,PC021,Costilla de Cerdo,2.492085132882695,1.3043777109238957,3.6222276253624073
2025-04-28,PC021,Costilla de Cerdo,2.2451219455028384,0.9422427925473891,3.361654683493239
2025-04-29,PC021,Costilla de Cerdo,2.6935667932232645,1.4919872265801728,3.8214883361875747
2025-04-30,PC021,Costilla de Cerdo,2.5900807068918907,1.447347424466208,3.762631279130307
2025-05-01,PC021,Costilla de Cerdo,2.5040578642629883,1.3593760592720898,3.649865879198156
2025-05-02,PC021,Costilla de Cerdo,2.4008128148801817,1.227362515495559,3.6684844103882046
2025-05-03,PC021,Costilla de Cerdo,2.6176142717306448,1.476643474874831,3.8209697910242717
2025-05-04,PC021,Costilla de Cerdo,2.4980771701510047,1.3003946574178646,3.6864870624654715
2025-05-05,PC021,Costilla de Cerdo,2.2511139827718236,1.0769583189058192,3.386351334477422
2025-05-06,PC021,Costilla de Cerdo,2.699558830492523,1.5353420941963858,3.9056330245643585
2025-05-07,PC021,Costilla de Cerdo,2.5960727441606357,1.4943201271786333,3.8016194565339014
2025-05-08,PC021,Costilla de Cerdo,2.5100499017949276,1.3930934810882174,3.626011732142022
2025-05-09,PC021,Costilla de Cerdo,2.4068048526735373,1.2239833385442065,3.6269572738800697
2025-05-10,PC021,Costilla de Cerdo,2.623606309787277,1.4784093047744953,3.851861206610017
2025-05-11,PC021,Costilla de Cerdo,2.5040692084699945,1.3260809376670748,3.6338289169481963
2025-05-12,PC021,Costilla de Cerdo,2.2571060213525693,1.113815868165544,3.4849272624425467
2025-05-13,PC021,Costilla de Cerdo,2.705550869335752,1.5417059268377535,3.871226198012835
2025-05-14,PC021,Costilla de Cerdo,2.602064783266023,1.4066791136213226,3.780577933437124
2025-05-15,PC021,Costilla de Cerdo,2.5160419409005974,1.3608790229949734,3.6408707552541806
2025-05-16,PC021,Costilla de Cerdo,2.4127968917793043,1.1945278789453027,3.5598296615146463
2025-05-17,PC021,Costilla de Cerdo,2.6295983488926042,1.4535162074032475,3.8286386853166268
2025-05-18,PC021,Costilla de Cerdo,2.510061247574769,1.3471421511453077,3.708312507637563
2025-05-19,PC021,Costilla de Cerdo,2.263098060457578,1.024992445440082,3.469622632073455
2025-05-20,PC021,Costilla de Cerdo,2.7115429089122216,1.5712315230928737,3.854548460113257
2025-05-21,PC021,Costilla de Cerdo,2.608056823314899,1.433696225466598,3.7634429127567253
2025-05-22,PC021,Costilla de Cerdo,2.522033981420846,1.3637877032705876,3.7303022984040446
2025-05-23,PC021,Costilla de Cerdo,2.418788932772401,1.1936249173876152,3.538872385123296
